mn_cases,mn_hosp,mn_deaths,qn_cases,qn_hosp,qn_deaths,bk_cases,bk_hosp,bk_deaths,bx_cases,bx_hosp,bx_death,si_cases,si_hosp,si_deaths,,Total_Cases,Total_Hosp,Total_Death
34702,8280,2548,77519,18030,6049,75509,16776,5776,56521,12727,4070,17555,2564,916,,261806,58377,19359
